,Unnamed: 0,client_id,gender,birth_date,create_date,nonresident_flag,city,contract_sum,product_category_name,card_id,card_type_name,start_date,fact_close_date,purchase_sum,purchase_count,current_balance_avg_sum,current_balance_sum,current_debit_turn_sum,current_credit_turn_sum,card_type
70,59899,8088228529f048aff0b3c9aa9d9ac142,М,1975,2010-02-25,R,Стерлитамак,0,Договор на текущий счет для дебетовой карты,29ef85c0947407fbd4992d5dfcf45745,VISA Classic,2018,2022,700,5,0,200,1000,1200,dc
71,61065,8672487a3e523a7f84e3129aa5ef446c,Ж,1958,2010-11-22,R,Москва,0,Договор на текущий счет для дебетовой карты,a6557fe51d1e27de9fc8afe64f8a5ce5,МИР Debit,2019,-1,0,0,108400,18500,450300,468500,dc
72,176,d9cdd474a8e3510fa7125dcf9dcfcb40,Ж,1999,2017-09-14,R,Стерлитамак,1100,Договор на текущий счет для дебетовой карты,54783aa511d87f880c222d8a0e8e8469,МИР Debit,2017,2021,800,3,800,0,13000,11900,dc
73,182,72be4566cc39839d064bf6bdd13f3074,М,1957,2008-06-11,R,Осинники,0,Договор на текущий счет для дебетовой карты,8cf65e84774eb098ed96e2effb4cbac6,-1,-1,-1,0,0,0,0,0,0,dc
74,185,7a885839f50948a954ed8b1de36b54d4,Ж,1991,2017-10-03,R,Уфа,0,Договор на текущий счет для дебетовой карты,22b8ae9b4c120e557992936e4a731750,МИР Debit,2017,2019,0,0,0,0,0,0,dc
75,186,7a885839f50948a954ed8b1de36b54d4,Ж,1991,2017-10-03,R,Уфа,0,Договор на текущий счет для дебетовой карты,303b639c3083203007dcfeade440e0e9,МИР Debit,2019,2020,0,0,0,0,0,0,dc
76,188,57d9cace849b5ea9235cb8a576079ae9,М,1996,2019-06-18,R,Мелеуз,300,Договор на текущий счет для дебетовой карты,217d521f781c5580a6f35b76f7797a15,VISA Classic Light,2018,2021,0,0,100,100,65600,65600,dc
77,35276,3671f70cb6a47d7994768e7aa1fd93f2,Ж,1998,2020-01-21,N,Москва,0,Договор на текущий счет для дебетовой карты,df6e88bcf17e3918f0bec00ccf66e847,MasterCard Electronic,2020,-1,0,1,5300,0,34700,34700,dc
78,193,9b608d6bbece1a9adf2090121ec310b4,М,1996,2019-12-11,R,Екатеринбург,0,Договор на текущий счет для дебетовой карты,d4459efb9f30e474eb63ba18a3d43652,-1,-1,-1,0,0,0,0,0,0,dc
79,197,0160794601e9350b0a5fcab429b41e1a,Ж,1968,2012-11-30,R,Ростов-на-Дону,75000,Кредитная карта,51f36f80574fa408145cc16bf87ef99c,-1,-1,-1,0,0,0,0,0,0,dc
80,57630,3c3cab840aca3b65c439e99604e4353c,М,1995,2017-11-20,R,Анапа,100,Договор на текущий счет для дебетовой карты,3ff836e59d3d719dd9ead01a9daa4d63,VISA Classic Light,2019,2022,15100,55,9400,9400,20100,24600,dc
81,203,1b24c6ae19bbbc5bc03abc22053ba32a,Ж,1982,2020-03-11,R,Магнитогорск,0,Договор на текущий счет для дебетовой карты,c0abfcea12bb48e0198e2a5c84b5a69f,VISA Infinite,2020,2021,0,0,0,0,0,0,dc
82,204,1b24c6ae19bbbc5bc03abc22053ba32a,Ж,1982,2020-03-11,R,Магнитогорск,0,Договор на текущий счет для дебетовой карты,62205f55c8eed7fd9dcebd0f4f974562,MasterCard World Elite,2020,2021,0,0,0,0,0,0,dc
83,104918,b42aec3d37bff679dfb44d2e007a6bf7,М,1994,2017-06-07,R,Октябрьский,500,Договор на текущий счет для дебетовой карты,d47adb250bf3313620d9c8f1304e23c2,VISA Classic Light,2017,2020,0,0,0,0,8000,8000,dc
84,210,0088e16734eed476037a9a53576d5bac,М,1986,2016-02-05,R,,0,Договор на текущий счет для дебетовой карты,c5d4cdb09b39f8440233361070ff46b6,MasterCard Electronic,2018,2021,0,0,0,0,0,0,dc
85,214,2cd2f6b068ee9ff525f72cc02e30172b,Ж,1968,2016-01-27,R,Тула,300,Договор на текущий счет для дебетовой карты,e8964226dc80170c901a2b0f07579a46,Eurocard/MasterCard Mass,2016,2019,0,0,0,0,0,0,dc
86,215,5c8d291efaf1a324964010b40e7f3f6a,М,1976,2014-08-06,R,Санкт-Петербург,75000,Кредитная карта,829aeb0575ba155abebebc75498da8e3,-1,-1,-1,0,0,0,0,0,0,dc
87,221,72a1efbe1efc2ba2fcf32f8249ca0676,М,1978,2012-10-22,R,Уфа,100,Договор на текущий счет для дебетовой карты,dd87e00c8293b2a776fe9a5539c24e1d,VISA Classic,2018,2021,200,1,100,100,200,200,dc
88,224,dcfab9cc4b7f41c1d3ae4dd9b14d306e,М,1967,2019-05-23,R,Тамбов,600,Договор на текущий счет для дебетовой карты,5dfc566db3c9ebd7025ae9e2142b2e15,VISA Classic,2019,-1,1200,23,1500,1100,1200,0,dc
89,229,b2614ce331955c30d7b83ead552eef27,М,1974,2011-04-14,R,Светлый,0,Договор на текущий счет для дебетовой карты,32f6b61866ce7c2e25cb57ee803cbdb1,Visa Platinum Rewards,2020,2021,0,0,0,0,0,0,dc
90,213099,4a2bd5347799b5330bb900768513b073,Ж,1960,2019-04-01,R,Москва,0,Договор на текущий счет для дебетовой карты,7cdf5bfd56f2cb072824d4c90267ba71,VISA Classic Light,2022,-1,0,0,15600,7800,67400,75100,dc
91,213100,4a2bd5347799b5330bb900768513b073,Ж,1960,2019-04-01,R,Москва,0,Договор на текущий счет для дебетовой карты,fe53f3abe96cc3359759e698a2084459,VISA Classic Light,2019,2022,0,0,15600,7800,67400,75100,dc
92,233,d4261892b368ff729fff0bec2ae04fc1,Ж,1971,2019-11-29,R,Смоленск,0,Договор на текущий счет для дебетовой карты,50425db701ed1c0cd09eaadedea864da,-1,-1,-1,0,0,0,0,0,0,dc
93,240,f5bd9d0c0bf8d1f3143ae4068794aa03,М,1969,2013-04-02,R,Киргиз-Мияки,0,Договор на текущий счет для дебетовой карты,dbe871c4848cd01e3dae7d70cc3b6606,МИР СКБ,2017,2019,0,0,0,0,0,0,dc
94,241,b51aef0e168a857a18fc352ad561ac33,М,1977,2008-05-16,R,Магнитогорск,0,Договор на текущий счет для дебетовой карты,a4ecc4e1f67e0b995f22a2418210a04e,MasterCard Electronic,2018,2021,0,0,0,0,0,0,dc
95,126753,5c1b1ea66b57102bfa8e8bfbed0b9a20,М,1992,2008-09-17,R,Учалы,0,Договор на текущий счет для дебетовой карты,969bee6bd2c94e2295f56d0ac2ebccdc,VISA Classic,2019,-1,0,0,0,0,5000,5000,dc
96,126754,5c1b1ea66b57102bfa8e8bfbed0b9a20,М,1992,2008-09-17,R,Учалы,0,Договор на текущий счет для дебетовой карты,acb7d9a5bf73e78c69e0f8935321974a,VISA Classic Light,2016,2020,0,0,0,0,5000,5000,dc
97,253,a63ae730c523e58a3aeede7b028b7fe8,Ж,1964,2008-09-04,R,Дюртюли,0,Договор на текущий счет для дебетовой карты,2adfcf4993c3896d7f16b5d7fa9a3b24,МИР СКБ,2018,2020,0,0,0,0,0,0,dc
98,254,a11067e99138f73273650a7416e2868c,М,1988,2017-12-18,R,Орёл,0,Договор на текущий счет для дебетовой карты,0082c33b1ce1186f1594d495466bea10,-1,-1,-1,0,0,0,0,0,0,dc
99,255,1fef6bb9a946e24e46b5a2ae651d15a9,Ж,1966,2011-04-16,R,Уфа,0,Договор на текущий счет для дебетовой карты,3cfea44cd7c3ac230baeba3f2a536833,МИР СКБ,2019,-1,0,0,0,0,0,0,dc
100,58560,7c934fe81673fd08772cf9e0326d769c,М,1997,2019-10-07,N,Ижевск,0,Договор на текущий счет для дебетовой карты,7d7bdea2950ad158f3cfdbd49d79a3ea,Eurocard/MasterCard Mass,2019,-1,0,1,1000,0,12600,12600,dc
101,263,d5d7e26807edddb92644387cbd0c6eba,Ж,1995,2011-09-21,R,Смоленск,0,Договор на текущий счет для дебетовой карты,ab16d4c82a0f5129b88bd66d7a4c2696,VISA Classic,2017,2021,0,0,0,0,0,0,dc
102,264,d5d7e26807edddb92644387cbd0c6eba,Ж,1995,2011-09-21,R,Смоленск,0,Договор на текущий счет для дебетовой карты,ec9489e4a5941408485d8b7c61bdb751,VISA Classic Light,2017,2021,0,0,0,0,0,0,dc
103,270,68fff0a8823fe7ca842be1a0a1cd0eb7,М,1995,2020-04-27,R,Владимир,0,Договор на текущий счет для дебетовой карты,35b4ce0830f7bb6363e5d9d3e1dc2fb4,Visa Platinum Rewards,2020,2020,0,0,0,0,0,0,dc
104,165077,7303275222cfe3027234a46b2fe50915,Ж,1953,2010-04-21,R,Белорецк,0,Договор на текущий счет для дебетовой карты,fb183da255e025d4e12f91a06c5834c1,МИР СКБ,2019,-1,0,0,0,0,400,400,dc
105,285,c6d9f21286d36d4505fc16d65759e00d,М,1969,2005-07-20,R,Сургут,0,Договор на текущий счет для дебетовой карты,8af23f23d68807e0f13e6dc9db11a6df,-1,-1,-1,0,0,0,0,0,0,dc
106,293190,f35de7d7819e95d71e5dce045beea844,Ж,2004,2019-06-11,R,Златоуст,0,Договор на текущий счет для дебетовой карты,8af23f23d68807e0f13e6dc9db11a6df,-1,-1,-1,0,0,0,0,0,0,dc
107,286,9c69556fae856277f32adb40d89deb4c,Ж,1995,2012-09-10,R,Уфа,0,Договор на текущий счет для дебетовой карты,ff4ab6c8c5d8c307ee6eb3a2a2b498a0,-1,-1,-1,0,0,71400,300,119000,25400,dc
108,288,6df87454b30137ee69bfa5667169ebc7,Ж,1997,2017-10-06,R,Сибай,0,Договор на текущий счет для дебетовой карты,25133a7e3f12264436e4767cc3757773,VISA Classic Light,2017,2020,0,0,0,0,0,0,dc
109,289,dd2badfd5c56ddfeb9e7249075b7ed54,М,1969,2020-02-14,R,Муром,0,Договор на текущий счет для дебетовой карты,78b91f921054a9d2c24dfe9b3bcc952a,-1,-1,-1,0,0,0,0,0,0,dc
110,151013,706d3e998858a5e7304a52850485fdfe,Ж,1979,2018-05-21,R,Кореновск,0,Договор на текущий счет для дебетовой карты,496d38af9dfa4c4071700d06603c847f,МИР Debit,2022,-1,26400,69,8700,400,28400,25800,dc
111,151014,706d3e998858a5e7304a52850485fdfe,Ж,1979,2018-05-21,R,Кореновск,0,Договор на текущий счет для дебетовой карты,34f4cee836701a0b010931d4b3a040c8,Eurocard/MasterCard Platinum,2021,-1,26400,69,8700,400,28400,25800,dc
112,151015,706d3e998858a5e7304a52850485fdfe,Ж,1979,2018-05-21,R,Кореновск,0,Договор на текущий счет для дебетовой карты,1dfe530096d185c1a0d4be92a19393e0,VISA Classic,2018,2021,26400,69,8700,400,28400,25800,dc
